query_id,answer
WbpjeeGSFufJ6XKw,4bb8d7e0cd910e45 6d579f1e4ac7eef6 7627f2483988605a f99fe455cea0e97d feeb49c613808013 25716f0a36e9ab6f e3ce87a0b8906992 5ac66745205178ec fa2975ed7ea87256 dde0b2a2766bcbcf 0585a193abd89810 0aedabe77242924c 7f17893951944ca4 e12bc5a6dc537d62 36dd8bd8622f7ce5 90329ec310c8755a 23e196f12eab77bc cdfc306e18eea062 6f1ff189907039cb 9bd24723af0891d3 383f26ab8bddef24 355f423fde86580f 52962cb57baf4c70 1ec873fed13099e0 fb8664cf09acdd12 a8d731a65c55985e 476ae3c8781f5b97 42133dd39ea22e77 31c2759b6f66f354 dfdc640aa4f863b6 de499dce32bed0a3 553399d99e757452 ffe9873cdc56eb0e cae3b5262a24e0bd f0e39369ad0d90a8 03255a25210289e5 6adc7171c0a4cbae 6731219bf1917f08 db89a7ce056709a9 41c040a85f5fe93a a51438836c4762a3 bcaee1b886ea0818 3745afc4a010a127 5467446522981c3b 8d8d606e4de75128 b8366d4cb48be1be ffc2141d91e49d4d e3a9fefa6f329f33 dfc82f344228ccba feda87ee6ee7394c
w40Ad712zX9IhY0g,5cf45369ff01c518 41dca66cc99af0c3 a0754cbd007345d0 9cf10d1257cbae35 65f998d38467560a e362d7cade756e3e f0bc49667105c7d6 5eaa32edfaed1653 48e8e27e3675df14 abe2144e6104f6fd 751cedfda051e16b f92f12f8841e829b 9413c7693a39d0de 4c0d8e89af0e3f92 f5454298752118a4 581ffc6d31b91178 ea4628ed1f8d1464 6fce025768d766a2 198114aa4529703e 52377ffbf836e362 9e64bb9810d4bd3d 54f63ca01b4f312f c51784a57473b4e8 98ac8aff0ca27801 7a3463930e7e11e2 a9dc8d71aa41b5e2 fe52cb9bb10d5318 fab5fb277d775d7f 3d2288f8f75e443c d07ee5fa5fa74398 ee58129557cfa95b 3f9043cbccedc8f4 163870653696288c 0672c29f49f57fc3 449711e696e8856b 85b07e03d7351013 0916d1858b6583d5 cf1c82b73edc9e6d 866a4ccc28f1e4f8 72ef0fb278f63f15 a6a42bd74b827b7a 64c01cf9e54bb151 b111a406629bee53 3cd7d29cd29becf3 3eccd9b93a17f225 be827d807fb7e17c 88146a3a993ea038 c0a55145d01522cb 5139b1367f7631f3 41af6ffea8411a04
8uhDkC57TwhUt0IW,714994ed3adb8887 5bd4ae6109358ce3 a9e5a34422c9f1e6 58e72fd5b8c363ab 839f5a075d441753 1b85b5646194f67c 22e064c84e56f54a aa9a52ecfce48f9e e2f7a46a324ba723 4330a6314d332594 080e103551e94a4f 2838a43c1f79e6ea a89cd84d5f5cb3a6 8c1d982aae467819 bb7f42bea89169b8 b3fff1b22892b6e4 3023ac9667293a77 b0b3cc5696e20cb7 09d4bfb09eb53671 130667eb47489d75 665eae56771790a5 8d5dcb9a8195eb42 2a2f849898f40642 5e4bad972759fc1f 8a6726a930177224 9404643f06052644 c9c509274b62e8f2 dd2c8d50bdeb1690 eb8d1ece4105eb17 7870e91e0625f0dd c3ab917c477108f8 2879a27d4caf3c1f 404057d37415caf6 b4104657ea229010 4de339c74a49eec7 5945c2f0712b9f18 033d917e0f002486 c9b11300bde3a154 2627e3e0e7c1884b 53ad68b77531a630 1504a243761b2ff8 2b8f68ecc738c2d9 dfdd217c28bb1118 bf74e8a8632dde5b 071f306d7f1dcbe7 e420a7d363180c7e 708ea6b226abf4d6 54181557f76fe8e8 4e7f0792e1ed9f94 7334ae542369fa3e
l69kGM4w28csK4Yq,0cc47b587a897d01 2b7835814068c169 687d79ace5029692 ec436ef2c93ae300 c71c391d8acd2204 82963a2202182c75 094b22e6237ce9d9 4a1f17fd836126be 572e5b2386923666 13ba710fb3ef288e db87f893b1e05775 e86d22615c0f6610 eabbe103e39abc3e 3d61e60b193a1071 426ff34bf7b41698 84bd5694dea62ed4 19779385dbde67af d6bb7d9c2f947e28 5f13f2d8514c75e2 a9d1450394ae79d9 b1270fe3fb77c35c 275152d45490798c ccfdd1d95dec2e52 1b00d0126bff20ad 05aa3e1546119792 f3b9dbd623735a34 c0e484a30ba60c3d 536b2163a264166e c3cef6639024c88f a104850016072944 01a66fc9e504a407 bd6055f735f619a5 1148c0ebe50920ed 196da8e398389e31 844742de44889023 23efe5e339d5c096 26e8b84f891b7dd7 01fc812ff4076037 80ac1eda7698d9cc a776394e4cc00334 e2cb247df6c7d435 418118b5f352ca69 217c6aba8c9afdf7 dfbf20498aa355ad bb26485cc8541236 e3fa01542e6825bc 238ddb0154eaed03 f9472401f9d9cf92 3f3b59125d6dc3a5 75cbe6a835f18a72
16QDT2aWuihnYshj,de5e66a3bc845453 b5396a1531ffdb33 101ce2ed75de6a2e 8089b768dd882d49 5e81fcbba0ad3f9c 159f9cce1c19d1a1 e62582786db32b39 a369e619d8f83fec 647cd5d925722c2c 275a42758ad0a81e 3c9ff7e8bc386c61 d2035f717abfb08b 68698e51aa9d12e0 a7a984f2ab29e97e 1523567875d97cbe bdc0933c904549e6 adad697cd43d8cdd cebd8c8b5030f07e 292ae9cbc930ad97 1701d535a63922e4 46863150f18f79ae f3b4858c7bceef0c e3745386f06fdce1 b15602cdd1e17523 7b082ed8dc60e3a2 ed495f5efe3a451e 0d3f5d1e818b912d 2691bc72574452b7 ea9e3578539f0eb8 08a458ff0c52c057 0bfa01c0f185f5dd a436a41c0acfa02d 5659eb57a8df704f e4075337c4a67811 c8b3183902cc9b9d de00c93497df86d1 f096a18f18679eec 93fdb4f39bc6ab41 0b4c5ca62d99a68a b742e1105feb0370 ca2d0ccb96482757 7844aba331fc0ef8 b12587e6d30afc05 88be9ab116e2ea9e f9eeb37ffce7b4eb 833ef84459911659 1e173a64e6a7efb0 411dff9457994f33 cc15dbba3d4e8034 075d450a75c95126
pgiIHko2P8nOoh8v,0a6a6a6da19f0e33 eb900282c8fb77a7 0f178aa5a367a34d 7f65c89e5a817cf1 22defc09256f226f bda9ce381e20a0f9 12ba1873af45f09d e14b8af57e4d38e5 84225c8f47e6ada1 414b82fa5609cbd9 6d764923fc5a81b7 fe7708c3f3c28306 cde157cbee623c1f b000fdae33b8455e 681e8442270d0e51 18a756a37938f6da fc91d0bf1a9d9935 efdc1ed9f7649e07 fa751e2e59e9cc34 ba9f1ce6e6611985 9930684b4e84dcd7 391e434e8362edf8 81224accf1863efb 8c92e46920f4e68e 318f06824b28ba97 e8c6c8d3e28819d1 62dae63df87c1ccc c7c025a47698b8ee 680d0e2671d6209b a731a2366a1cc50a b65efed1a9c7803f a42e6b92a4733201 edfff50a5d25cfab 2b3a8edfe856160a ac72832f0b9f170c 0d8a88ae954879f6 54e462f3e8e6e2da 2380f1feef8d6290 ba1e0b752847496e fda1e6cd077bb07e 63a70c17874637d3 ae02cb5db20e37e7 062cf91418bb52b4 0349f386ce6c9978 603b06c009ca6d9e a678cdd7e9a452be dfba98f93fcad9d5 10e4452a6e171011 fc99e60fb2d8a88e 36d9ad80aac51b9e
PBOg2yR9dMbRpx4u,1453ef265da9b0a5 3c1f0d3ea65ed865 94eb73c5a2c36cf4 62be51e04f14376b 22fa1eeb14444db0 93d89f241a4609c5 791f1d7ad585bc5f e3e9d210f3a46725 fde5536532b5f457 bc0b3b54d2e092ab 5ab2cb6ed8a7b791 4721a06c760f371b 6bee3c53ebeaa2e7 7975673622bbd16a 931c95042372ec0c 835498e768a5716a 1ddb7e7d0f3c854b 1188baeb82df642f faf6152ffbe4c7e5 c6a9c71c200cddd0 cfb7161861e7d66f 5631f1edc351d540 c146204ee86cf470 8fa903200627fa2c d8b1bfd96887fcb2 c9ae273b539bbcc2 6b18c9586c4b69c7 3b63456979a88087 df9afbc912ed0f9f fc8707a492f2fe52 dc4a49f63e46ddc8 6edbfa911f99e2c6 4f13dcffd35d2f37 b61581cefc5ba062 39f3559ae6bc84e1 bcb3ca6ac8241e92 8872ed7f317a02da 85bbc409b7dddb3c aa624ce76bcb6caf d27137a44b90b8fa 1486fd0d09ae051d 186e769f57dd8177 5b377558be067bee 98531b5e56d72dd5 2bc6fcc9e01befb6 a4f48fb5a0d5c733 674cd6f37b68ba77 b013b46003b2a683 10c96a925080d626 21b7108d1d7e291b
70Fko3ReYF7pYAGN,080ded118a5b2c2f 8e04793cb4a23ae6 4a420b4e1cceedf0 c762ada35858491f 8bc935c2ed68f066 31de45bd3373a5f4 7bb9bae4590c4a70 9ee4071095138941 6185c3467e81b605 054eea9ffba1c95b 48eb5cc7f7cbfc24 5c21556ad9c027ea aafc1e7a4c8862db 61e4bae94bad8217 5bf7bb86a612d95a 8c45f594314932e3 ca0809f72cc7563c e90cd3ca51c021c8 35f569bb033ac004 7006e9a3a93cb624 aaf137a9af30b9df dba4ed414975b015 5dcb10ac3385da87 07bb66838b8af79f e90aa257114e68cb d02ae2a4a7e74538 b5c8d5485c011c96 91dbf3c3185b4b4b b712d7bf5c7c49b0 6f674b2b83dc1b7e cbb95a22a648e886 26543dab91192c90 609e43393cd82112 98cbbfa001b67e90 562b620a97196661 14ccdaaba0473280 71178d6e73e7e598 2246466c261fdad4 e20faeeeb759c253 ca1abcba7a3f3141 b09d80f07f07f08c 7c42bfb4eab6fdf3 044b39f105f4c209 2ec5598483fe39e1 2889b85b836d0a26 15ba56b538d83460 cc76cbaa4ec0afc9 e81e8eaa5d5ab985 fe36e7247a784424 9ec486af682e9b0d
xwOv8mDr6iGDTsel,0792b2cd22e53075 a25ba0c2dae0dd01 bd86b0a1bd04b154 e9bdd2503697ec23 de028a0d8acd7eda ee9c165ed4b735cf de21eb82914fd595 60d42b4226ee205a 10143640788db7e2 cd6298b397ea3668 7c7e9fa7f73e81bd 977d4a8d8c95c8f9 69a38c4db2804b14 cf777d5edca392b4 8a993b6973262f45 29e43e16684665d7 241a8efba3c651a5 2ce954ee9bb90ed0 b2f1667d193866db 1d4fef2a9c8b2a26 97826a6fe93f58d5 b9d6a3515ad5cc21 2d81e132548b62fd 1a8c1906999534bd 4bae598a561a733e 79c3c13ec8cdef31 ff5e47f14cbf2a88 8fe4ffba323c9ebc 7bc3408d2b7db038 00314506160a3ac8 a1d368a7013ed94b 0fbd2ec3db8aa421 6eb2549ec1000f2e f514ee31e23bdeec 37870c30232517e8 b7f1ef041c0f4f10 90ab1767a724beb9 45ad9afc5955a666 a136301614c97e06 1b2e8f924ff583a6 0870f3de895060bc 3ea6101782218f56 82cac6fafeb40c74 06712cdd22731c7e f37dfe0864afbc7e 36d71d9f46062c19 4d91e7bf9a304edf bc0e7ac6fa4bb7d1 013af102f9c6b823 078451cc46c64e44
nE3KEUpheD6M1mWo,039a57db98e03048 5cc1a2ab0c296f85 127d87e61f5b11aa 222ee520d8991657 032b2b13d515a7d8 acd406695be4c2d3 4326166cc662d441 14f9d00b6f7f53c4 1be29d5e8e0a5391 1d8dc58ccebf97ef 2f9388af0f07f106 613c77d503d6f97b 628d48658e2a1fa8 ad50b401403f8a1c ba14c438215152c6 c64919c593159212 ed4713fe6019ea88 389bd4009c1d9720 9d475c898e2b98d1 82d3e39fdd037d3e cf9450cd095c2c79 452b3023c3e3f1cc 2912ece159dcb9b3 7d3e91683ccac6cb 7a75c011054eff09 6c844da09479f1cf bb6fdb5d094f5bfe 06038806ed27ca92 85f32f0d792220e4 5d111ca85f47c802 83147157b8a8e105 e14b6ad1743cafff 8a8807d92b0bdb4a 11932f71adc08cf9 67cda0fca7bd379a 438b5d59017d9083 f969089d77fa28a2 0526485245652d44 283f66049a00acb4 de70e9bd6a113a1f ab4b9b714e776a32 06073bed00c70fa7 a97a4c103ee3ff0e baa2d099f128032c 01d3966bdfe0b57f 5811231b8fa5f1e7 a9be61757bd270db 2294e6a772031362 c6c1bc8c287c35d6 f109a31e7f5268bd
8vfuZFbDYOmrFy2k,9c10b617dd765c1e 5a99bf2406aa9ab0 53ce2792fd102f7f 05f9416a127882ba 15a937e14e3db97f 0e2661dfecaf5e28 bdf2e3b0a8d16362 0b60e521221bc500 698369cb110b7045 6d93daaf9aa07474 a785074bca4db4ce 1749ea42b8a3567f 2f129298f525edb6 8573b0c9ffbc02bf f79f47adc57dc613 a63ec49e7454ae3b 0bd914916ad86971 c29ebc3f58b450ae a6e14e3a24eb3e72 ba01af2bb493db79 9e63f998b03c3a15 8fb0fb419df4ce6d c9104ad6dfd7879a 86a6f1f7da8262f4 da9c3c5cbf5c2c1c 4a911bd44fe618ce 39f7492d61a84b2b fe8d89e5a90899ae a2bcce4a889b2fa3 2b3fc0c54e9713d2 ee3fc529f083dcb4 2391491a27546943 62f7762b19c07bc9 703db261cbcd05af 071e91ccb9df6971 18b247388cd391f9 238cdc1904a88bba 553badf3f04b5d4a 60aaf35608f7e0a8 06f811307210de6a ef240a77ac35f79a edfc8b2389d55402 4fe31afd58081c47 7f890f0b51893459 60594d4347d29994 983e1e8063315078 13fe7f71f4ede4e9 02460f7d4c4f80e4 a84d670e14a923a5 27e36fa61ea6ae53
oGxjylxDEEobPxCu,abdce0ed98221ba5 01629caf7b86421a f3a227153d5aca1b d277db1070d104d1 4976eebd7b45876c bf09cf61f7961051 61f7f85788c9ef2a c6e82ea73ddfda05 8299f846747bf7e3 7a9d7700e22ce4e4 b84bbed9ab67e6b2 880e787cdf5170f4 a18900fcbad3d9d3 00e67b359e71bbb9 35b402bc68cf8866 927a1b1cf9194c93 fc1b2cbb5d52b570 ea66403cc18f34e6 a93e2717080a68d2 e5d5a9e484b3f515 a1edfaedbfa5aa24 1d6b7d60bfb7344f c833f82f0b5adf85 6a232905ae0bc44b 445a64705e369541 d3affc13f43206c2 49cac157abaaacac cafc1316c1f07319 1ebb461430403d3b 24217ebb74a14a17 d7ba654a8e19c309 a8b5d65a372d0344 b51d53919142a9d2 fd53c0ea5369a3af 44eb2cb213ca430e 8e709dcb2632873d db12ced4e7f5cb4e 926ffce846d1b6cb 4b98f313d91b2522 c06d074488453391 74d6a6c074d7dd29 e9e52ea6b340fd97 3dadfd0b81484524 f5d8ebb5bf3bc142 2a81a2b4f352de45 fd18b0cb838e1167 e2f555e76b3a1d1f 0b017c1821a2ff57 d6b34eb4ba86098f a276ae3ddfc442a3
Hqho508GclFcO5iV,a33985417012366f a2e253998ae18536 9a9fc54a5c9a683a e313cb9c97c33d21 c7ecb200224785ac d18c86fe820b7c1c 640a9c4be7acac18 63ca423bf9a2c838 86377f1a4edc2389 55278eee6afa2888 22f67d46fb89d1ab 9918f8c40d0b4342 78032aab518b0775 1c1e0fe4ba3368be b9d36e26739c85c9 28a2e4b2ccced656 fd53c0ea5369a3af c01fe72c863e146a b84102f8058304bc e5d5a9e484b3f515 3f5483e0165e734a f1ea96b1ba760249 de7ba4fe73207bc9 e56a59b45dffd48c 49a1f7cd6f2c9842 1f87e56790a123db cb89df8b752f4ccd 9a5c4aa68a8e84d3 ba7a58595c75d863 daba5ec3153a5207 b946356daa607a92 959f2c9c7044778c bdba08411f2c3261 48fb3e65e23d947c 6e33fcc161a397e9 32999d5bc495cff9 52c72a5725b58301 e7cc59d512618d3f bd3f99e718bbffbd 4c1e54f160e5afe7 13f954fa0329eb25 e85698bf948535a7 69a2865c4a92da41 f3108f598bc89329 2881084ff90b01de 28662f7f28307384 3873c74a4a48f556 848322d96f99513b dbc3173f24e8c3e6 76c3abb41929618f
3Ch8txPinohG9670,75388f1f1e1b0ffb ff55c98db7aa528e 5c65e170689b7ee8 f76c186e2b195173 2211b172bd93ef41 e419ac14fc1ac7f1 abd64a16c7727aa4 71c6acbfa9945dd1 123385dacb49f2be 3bacaed6edaec0b0 16afd492295d7837 38e47724fd7f388e 0a2f226a25d95c68 290ae9d6c909cc0d a3a4c57bd69073cc 0979bf83ab4fdeb8 8cfeddb7a787dfb0 aa7201ebd11ed3dc 0142f8e084f2b57a 1f972d7c4731e510 7dc6a7cdd9b71f4c 2fb45d45a0d3adc3 7f7a51dfc6a52cbc fbda0a5c21457680 ca6d21c2b27206ef b510f3250bc6208a a1a7d0852102e033 e73809019810626a 0b3c5b6bd78ce038 b68db6fa46740d5c 70a256c286038148 442fe3bcc09e743a 67262dacf3162801 e76b663954b53673 e3ed47acaa16389f c2aa3b75945dde38 b5d71977e33dd55c 03ddc65b3b5d5ffd 1e297a31005864e9 2b02d0a0ee7f9832 cbf104a43e801a13 a7bc8eaa449484f5 5e337ff2148a84ba 229d6fa8cbc01062 e7c5bb31558bce06 e8c9525e8f67e5aa 555e3ba87d1a80d6 11e7f21f8e5458d8 d1303f97817565dd 212fe584b5df24d8
aQNk1c8zB50AfXiH,94d43f1e7275586a 62e9e37bef4e7c37 1b86b3908ab860fa da3ed28f6266259e 3826e33ca4c88390 73325a8cc7a5806d e3411244da6602e9 6cc262d5b2cd1f12 4f7eed32126aeaf7 82ebcfb83e825c8a 1cecf846bdac60b2 eb2a9df360c078e1 75a199811e32b015 28c97201eb077bb0 673c86f09b88b338 6df5c6c127b95e1a 94193d88df019c46 7017cd3316731f03 27688c4c9cb84f58 d9769cb4a4b6c35c d9d15e733565340a eb7f7780261524d4 f44760e3f8a04997 2f0bf8bdcf5f7074 21e5765a8393b807 ebec0c73b4707e2d 16b5d11b25efdfc5 947d30d8166cb6ea 3fad3a128c5b31b6 29de4bb4bdbcafdb 26d99d62dd18d96e c7f1912a54bd4220 dbe35a951c331af7 94ab36bafa60c258 5987925d391b5229 c00d5953d459e4d7 ea01f15cb1481ebe 4f5bec3392bea43d 7ab9cefd25792749 43a010fc7ffe693d 72e7add9f4357efd f0af4fc02a40275f fc9d7e9325a01c3b 97febf6a27f18740 0e4a030d4fe47eb8 4f02dbea94f2e62f dd3275e74ee6ec04 ba321e095adf2fc1 335efa17c896bc28 1a8874f06a3db1fb
0EtYIZ26wGTSuK54,f17cfe88e33dcb75 174acd4d2b387105 16aab088107a4d34 1cddadfd67539c9a 9714377e01cc09ad e5181218bf2749d0 d3cebf91afe3b5fd 57f0c41e99aa679d 6723ac544203e405 4ef103b1dc8f8664 b4f6dad14c50181e 96b180f476d8bd08 69e574f0bed683a2 a6becb44994631bc af3d3f1f1fb6985c 0e788dc9a5f49c58 54802a71ff669f8a 387744233ebc3ecc fc5cf1b5667af78e c5d9b2d268f76b1a 72a74ff0f8633487 07d13260e1247b57 fd250f8748520750 754d60f22cfd4a9a 87fc72a87c5af512 027960656ebdd47d 9f1323716c627de9 cf024eed3d564b86 b89cf22da7786696 814a7a6ac59fb36f 7f778fb9d6af9043 14b07ddc004c844e df15641acf98b236 4724241107cfa161 e72840cabc438300 f6ff15248428621f 0db450ec944841ce 05f30cbfe62053d7 11f2f559d6d7931b 0834b9354302c897 1c9e7192c5e336f3 9b0a3d7a153c83ef f63b865e2d3d7c3b 3ce7ca2df69dcec2 f67bdacfe2394e4f 166a35cf953c54b7 517dbaf065e972f2 3580194365060468 abc1630c8d9563df 3a3c8e3d9168f9da
CqCH6sKqaPbbNy7J,806096930602dd1c 541c6841fcfe34b6 24d27585a3f27451 be5e213daf539c73 b239a82f07a499d7 50b1a3ac66e2e6b8 eb5b9f19011f8896 1e2c720a9b26a9d9 00d8e0802f50d04f 7dfb7f1db2a38941 efdfe08503bada1f 8c538a6991d71f93 003b370eae2ae61e 7163a1fe04a07d02 f9e55de3ad9bdba2 ffa0a2535acbbcd0 13d6ddc7d0e0d939 3e953edef96f491c a056fefbf12fca45 741e9d42299cded9 0d48c6ba82b06ddd 3038fdeb61931b6e 42ed47909e0ea4fa 5405b553751ef903 ad9c00008c545757 8e573ca6f7c07682 2157b34c7979a7e5 71fa358792bd8490 1da3ad6689cd6c1e e50590c9a81c2b00 9357708d42d9349d 2e2bf714d6fa98b1 339a4b83f3eb00cc 6e599a174f2fd5c2 70918a53938a7965 99e6a63776789177 01d9382be9d31ab2 355fbb07abeb2e61 1ad6582559d74b37 2a695c0e001fd846 69f3c13844fdc3f1 f39b0c7aadb0d3c4 d6567c107e4c21d1 80deb83549a1bfdd 9fec77c1acf799ff 2604fb00522a9bee 91e2a65219eada31 63c365d7109cc602 e4de838aea751f14 ac4cb50f922587ed
XrGY6rlt8ueeO3TG,0510449956d317b9 c1617abe38c9e791 7e60fc5f7ff81113 7c7942099ddd4c00 4ebaf02b73b708a0 15b0e11919fc21e9 c8811b539117a0c1 126c7c11a17e6aa9 4d17c2685f462230 2ef70090b9c27191 65425ebe1e306b7d d8cbc3cad7c7e8ab dc60338a440ca809 cb404afd5f3e8e94 293b80d481e15d65 9f9a0ad10b9924c9 f5ad50409f14db86 21336319fcfe75fe 219cce1a90dbdc23 38a4beab795b9864 925b76614904d85d 923ac49b39f28d5d 2fc6052a7606fcac c3ba2718238b71f8 b1d822612fe385cc 40ea4df3cf10616f f569d8dd93d3daa2 91b9611ad83b70f6 fbafce71e095b30f a515da6917ab9e33 e785f3d36d17882e 27fd6cc7ec003711 057ba8d6b78f9f4f 05cd3df50cd2179b 51999ac02dd8e17e 85c70d391c53b1ba 3ecb152461b7e7af 8712cc8a3d9ffca5 f7fc1fd0ae3d5387 1e30ea8e00e33c6a a7d05fef0976619b e245c92e4459fddd f0e0a1c3da3d83cf 1873ce092c366765 a026eda84f472c1f 20af1af4cb61919c 84249d0853a049e4 91593593b9a434ae cade995d7e3fa0cd fe9cf71a30acb4f5
gBZFAmYqLaCaBgE7,ae8dc8154a4159b3 8cdcdd77dd4c61fb 90c4e46ffab3aa44 d2d5089899cfe2f2 839e091d14a67a27 35866378dad68213 ddfc292e5211a15e 0e0c3827ddb1248c 94c540c482c274dd 3ce50a97e5a745fb 321921911d07f973 a4199682afed8ccb 24a394cd2c51627d 95c103a94511dcdd 5333c8b471d69296 5168aa61f266831d e26c1be4b17691b8 58d309137b04b971 81d1677f8e9cea89 ec850ce71a407087 f2aa8547f48607d9 4d6fa669684c30f5 22fe2e9115e29f17 f803bad45ea4e99d 1cd7a313312b434b 537b197d907ef00f 47ac5c908d28d47e ba5e9b27cf0aecc2 5180e54cc56f61d9 aba3909ef2426db4 f2f5a090573e390a bc7271afbf8341f8 540c9515396cae58 238ddb0154eaed03 d52acecb08d9d7bc 6fceb649a688d120 f2247613c4a4e237 c04f08cfab7b3ee9 73ab3b0d708ea15e 9362d6e5ccccd684 aae011c90c9739c4 90d6f7088195444a e2241df410ac2c5c ccb41dd11b4a4414 d4119807d7b67db3 7e4e5d25d2bef01c 02dd6e916b047380 4c1eb45c40b419af ba9a1d7c7ab55d04 60daccfcfe21fb34
jxkReAwZI3LzvmkS,2eac81bd8d9bba85 82237f5185dcd9b9 d64753b27bfbb4ec df750508c8d18778 7316c5e80a195e5f 5882d9458ee38411 48df1742df6f9ce2 fd145345a6f48056 1112e87ebf1f5129 42a764af8aad7420 d6d509d3f745b6ad 0c210b08612d5581 470bd7ed047ca77b 410a14c5a379ebe2 22b3fa0dfc99ee4f 730f5762677653bc 92a9c57017e33937 2bbe0223d0b45674 31aaea6727e7a94f 958b3f048b81b87b 6344501fbb2904f7 a55aaf4cfb3ec88a 76523f29d2ff62fb 50d08ccf5799f60e cec5f487b04f07d1 c1b423cc0dff5ab4 fc91d0bf1a9d9935 318f06824b28ba97 8139fb54bd249463 a97c0a77fedfd443 7a988a5e0743f0eb 982f66ac6a9dfdf9 079498a17f575850 6e63a27562e57ac3 e572783f9efa8b45 c9754fb0ef534d4f ca8179eac53f7499 9793256b3e92fb9b c967d6f43296371d 67dcb4c1e0f3df05 57d64c355dfff2aa f159d2062bc53131 51bd6112822961ee 94e334158e4249c1 9cf16e85578aca00 ac72832f0b9f170c 30477e45419804e8 625bb7f085e6134b 971b2f6717994d41 90cdf8ae17a7dc9d
6MCvgB2JQXqKtYLF,68ebdd81cc74b36e b8a735a375d4082a 01d0a5b6e79a8439 299524ea16fbb582 e30930c621ed4ef5 04d108a81f7bfc57 82f0cac3ca26b871 1062e9e4643f56ac fe043a97fc652492 db5393bfdc97a5bb 667eaa271fa44e9d 65b82a4133c28ac9 913c54814f184bbd 35e36ea2f79a5cbb c65ab4209b1e1731 e7e28c13ed38162a 08523289b54c8c82 50a01556cbccc0db a2098fd570439ee6 6dcce5f585c949aa a9d3dbf399202301 532325d058fe68b8 3cdd727c506bcdbf f6ce63081b8760e3 1c8ffa39523546cb 8173a63b9111dd7b b2b7f6b0ab7108f2 f0e302edbed7190e 8819a54f9eede819 6e8e57b1e49aa74e 8e6551d2ce1c8a75 2e8940a00fabd618 669cead2e8435d56 5c4afd96a033821c 17948e8ae1373582 38a00bf8b4eb3637 e1ae6ac7cb149100 3b2ac409a237a70f 14d16e160010b968 0594ec920d5a70a8 673e7436a413c895 f7d63e2aefa17d37 6f6082201de59738 11f3fcf730bbd993 d24be2d26889fbbb 981da8db55c9038d bd9a3f32d0412b73 24c9f8050d41eeee 442cd8147c3405be e09f3d4477dc0f9e
N56wCCSJzBaGwfwj,5cb04eef055cbd3a ee14bd286de727ed 09f9f960e1ab12e6 e9e2bed0c397f0c9 dbfaf25d28bc8a0d cb669db6489fe19c 2ecbb40ee64c5d20 cbb0178210418e73 6a9cadcd2ecfa70f 7e0a78530b491860 25281af269837004 734e3aa2d17a9d73 549b53ac34358c34 b23740736faa8032 2536d2b9f6db781e d43ff42fd9bb7603 6c6bc999191a90f4 7ec9bec2bd641c99 d80b6b61bced2905 d193aa162c1c1991 ef5836eca7c73d6a c445bc8507fa8630 66ed0d2fd1ce8bcc ae1eab5ca2007290 8bb8aa50ecffd09b 77492ebc548f6a63 75658ea9c1ae5fdb 824c3cf226cac210 c4ee51015f425359 3e18e684ca40928a c3b1e3bab181b147 a9a55a0a06bc2ec6 d2f65f235e8e7674 6f3d61d90b9ac7c9 d4dde8f6e371b375 693d8d326d324ec2 167756ba889ab9e5 0349eadd76166b1a e8138e5bbe8299ce 16aee38967716e81 8fce67c23eff6407 bea68ba7cb8412cf 4d2cd1809823a64a 3b0c2b9e57bb8091 a8a808bae3573ff4 d99850cead06c53d 3f6289f57f0d8716 88f81e69510617db 166a4b4b4d9aa337 49ade146169ae4a5
Z9z1Cp9HelFAnzND,bc238260781d7385 686de0c09adf56d6 ae87477ce8678477 2f4dab1ceb80184f 059fe80d9d7f1a06 7bffb9cd2c5ee35b 6a3ad5b2278e14b6 a93bb27342553257 d10f22bd8aa4c420 5b886a546e7fb676 9e622e9ec69f2440 8e232f2a7b278cd4 7b0fc8000fe083a7 458c1ac8b1076a46 cea6ca050e1d44b7 2928d5b43cb949df cff070b38df47451 8f15da83db1159fa f952a0b36b999093 33bac488d362fe2f e0ee7254e243946c 7720dbc45a768bde 871416ecaf940bcc c3fbab8eb76af819 0cae7af908857082 99144dde3fd248f2 603509e83480465b dbec8c80377f2d2c 781485f96102600d 916d6e064c7fda49 19c8c10655515a9a bf8b7af3e348ba7b df987f980fa9cc89 e5bf6b34ddfde542 4eb2d1d20bfbee99 4a7cd6e0da1060a4 ae0dca0aa660d8a2 8e35606cc440f7dd baa43ecc9a9e9728 19aae08e5648575f a105140984a393fd b7cbf1ea4c7df585 4b48c80dcdf64c8c ece9e16df4b0bc0f 4e1e967ba1aeeac6 201a25503bc65152 66d74a05bb51643e b63c1e2f52e34f8e f6b28487864bbab2 4b4e4148eabf8ffe
